Seq,Receipt #,post_date,other id,invoice #,header memo,batch,doc date,detail memo,fund,account,cc1,cc2,cc3,debit,credit
2,120175,08/28/2013,2627,252507-1,252507-1,08/13G,08/28/2013,252507-1,100,1000,"","","",236.4,0
3,120175,08/28/2013,2627,252507-1,252507-1,08/13G,08/28/2013,252507-1,300,3990,"","","",236.4,0
4,120175,08/28/2013,2627,252507-1,252507-1,08/13G,08/28/2013,252507-1,100,3990,"","","",0,236.4
1,120175,08/28/2013,2503,252508-1,252508-1,08/13G,08/28/2013,252508-1,300,1201,"","","",0,394.0
2,120175,08/28/2013,2503,252508-1,252508-1,08/13G,08/28/2013,252508-1,100,1000,"","","",394.0,0
3,120175,08/28/2013,2503,252508-1,252508-1,08/13G,08/28/2013,252508-1,300,3990,"","","",394.0,0
4,120175,08/28/2013,2503,252508-1,252508-1,08/13G,08/28/2013,252508-1,100,3990,"","","",0,394.0
1,120175,08/28/2013,2825,252509-1,252509-1,08/13G,08/28/2013,252509-1,300,1201,"","","",0,847.1
2,120175,08/28/2013,2825,252509-1,252509-1,08/13G,08/28/2013,252509-1,100,1000,"","","",847.1,0
3,120175,08/28/2013,2825,252509-1,252509-1,08/13G,08/28/2013,252509-1,300,3990,"","","",847.1,0
4,120175,08/28/2013,2825,252509-1,252509-1,08/13G,08/28/2013,252509-1,100,3990,"","","",0,847.1
1,120175,08/28/2013,GNT1066,252510-1,252510-1,08/13G,08/28/2013,252510-1,300,1201,"","","",0,1599.64
2,120175,08/28/2013,GNT1066,252510-1,252510-1,08/13G,08/28/2013,252510-1,100,1000,"","","",1599.64,0
3,120175,08/28/2013,GNT1066,252510-1,252510-1,08/13G,08/28/2013,252510-1,300,3990,"","","",1599.64,0
4,120175,08/28/2013,GNT1066,252510-1,252510-1,08/13G,08/28/2013,252510-1,100,3990,"","","",0,1599.64
1,120175,08/28/2013,GNT1056,252511-1,252511-1,08/13G,08/28/2013,252511-1,300,1201,"","","",0,1323.84
2,120175,08/28/2013,GNT1056,252511-1,252511-1,08/13G,08/28/2013,252511-1,100,1000,"","","",1323.84,0
3,120175,08/28/2013,GNT1056,252511-1,252511-1,08/13G,08/28/2013,252511-1,300,3990,"","","",1323.84,0
4,120175,08/28/2013,GNT1056,252511-1,252511-1,08/13G,08/28/2013,252511-1,100,3990,"","","",0,1323.84
1,120175,08/28/2013,2556,252512-1,252512-1,08/13G,08/28/2013,252512-1,300,1201,"","","",0,189.12
2,120175,08/28/2013,2556,252512-1,252512-1,08/13G,08/28/2013,252512-1,100,1000,"","","",189.12,0
3,120175,08/28/2013,2556,252512-1,252512-1,08/13G,08/28/2013,252512-1,300,3990,"","","",189.12,0
4,120175,08/28/2013,2556,252512-1,252512-1,08/13G,08/28/2013,252512-1,100,3990,"","","",0,189.12
1,120175,08/28/2013,1491,252513-1,252513-1,08/13G,08/28/2013,252513-1,300,1201,"","","",0,1323.84
2,120175,08/28/2013,1491,252513-1,252513-1,08/13G,08/28/2013,252513-1,100,1000,"","","",1323.84,0
3,120175,08/28/2013,1491,252513-1,252513-1,08/13G,08/28/2013,252513-1,300,3990,"","","",1323.84,0
4,120175,08/28/2013,1491,252513-1,252513-1,08/13G,08/28/2013,252513-1,100,3990,"","","",0,1323.84
1,120175,08/28/2013,2947,252515-1,252515-1,08/13G,08/28/2013,252515-1,300,1201,"","","",0,307.32
2,120175,08/28/2013,2947,252515-1,252515-1,08/13G,08/28/2013,252515-1,100,1000,"","","",307.32,0
3,120175,08/28/2013,2947,252515-1,252515-1,08/13G,08/28/2013,252515-1,300,3990,"","","",307.32,0
4,120175,08/28/2013,2947,252515-1,252515-1,08/13G,08/28/2013,252515-1,100,3990,"","","",0,307.32
1,120175,08/28/2013,2527,252516-1,252516-1,08/13G,08/28/2013,252516-1,300,1201,"","","",0,441.28
2,120175,08/28/2013,2527,252516-1,252516-1,08/13G,08/28/2013,252516-1,100,1000,"","","",441.28,0
3,120175,08/28/2013,2527,252516-1,252516-1,08/13G,08/28/2013,252516-1,300,3990,"","","",441.28,0
4,120175,08/28/2013,2527,252516-1,252516-1,08/13G,08/28/2013,252516-1,100,3990,"","","",0,441.28
1,120175,08/28/2013,2530,252517-1,252517-1,08/13G,08/28/2013,252517-1,300,1201,"","","",0,740.72
2,120175,08/28/2013,2530,252517-1,252517-1,08/13G,08/28/2013,252517-1,100,1000,"","","",740.72,0
3,120175,08/28/2013,2530,252517-1,252517-1,08/13G,08/28/2013,252517-1,300,3990,"","","",740.72,0
4,120175,08/28/2013,2530,252517-1,252517-1,08/13G,08/28/2013,252517-1,100,3990,"","","",0,740.72
1,120175,08/28/2013,2518,252518-1,252518-1,08/13G,08/28/2013,252518-1,300,1201,"","","",0,724.96
2,120175,08/28/2013,2518,252518-1,252518-1,08/13G,08/28/2013,252518-1,100,1000,"","","",724.96,0
3,120175,08/28/2013,2518,252518-1,252518-1,08/13G,08/28/2013,252518-1,300,3990,"","","",724.96,0
4,120175,08/28/2013,2518,252518-1,252518-1,08/13G,08/28/2013,252518-1,100,3990,"","","",0,724.96
1,120175,08/28/2013,2826,252519-1,252519-1,08/13G,08/28/2013,252519-1,300,1201,"","","",0,992.88
2,120175,08/28/2013,2826,252519-1,252519-1,08/13G,08/28/2013,252519-1,100,1000,"","","",992.88,0
3,120175,08/28/2013,2826,252519-1,252519-1,08/13G,08/28/2013,252519-1,300,3990,"","","",992.88,0
4,120175,08/28/2013,2826,252519-1,252519-1,08/13G,08/28/2013,252519-1,100,3990,"","","",0,992.88
1,120175,08/28/2013,2689,252520-1,252520-1,08/13G,08/28/2013,252520-1,300,1201,"","","",0,567.36
2,120175,08/28/2013,2689,252520-1,252520-1,08/13G,08/28/2013,252520-1,100,1000,"","","",567.36,0
3,120175,08/28/2013,2689,252520-1,252520-1,08/13G,08/28/2013,252520-1,300,3990,"","","",567.36,0
4,120175,08/28/2013,2689,252520-1,252520-1,08/13G,08/28/2013,252520-1,100,3990,"","","",0,567.36
1,120175,08/28/2013,2611,252522-1,252522-1,08/13G,08/28/2013,252522-1,300,1201,"","","",0,567.36
2,120175,08/28/2013,2611,252522-1,252522-1,08/13G,08/28/2013,252522-1,100,1000,"","","",567.36,0
3,120175,08/28/2013,2611,252522-1,252522-1,08/13G,08/28/2013,252522-1,300,3990,"","","",567.36,0
4,120175,08/28/2013,2611,252522-1,252522-1,08/13G,08/28/2013,252522-1,100,3990,"","","",0,567.36
1,120175,08/28/2013,2526,252523-1,252523-1,08/13G,08/28/2013,252523-1,300,1201,"","","",0,630.4
2,120175,08/28/2013,2526,252523-1,252523-1,08/13G,08/28/2013,252523-1,100,1000,"","","",630.4,0
3,120175,08/28/2013,2526,252523-1,252523-1,08/13G,08/28/2013,252523-1,300,3990,"","","",630.4,0
4,120175,08/28/2013,2526,252523-1,252523-1,08/13G,08/28/2013,252523-1,100,3990,"","","",0,630.4
1,120175,08/28/2013,2637,251663,251663,08/13G,08/28/2013,251663,300,1201,"","","",0,1400.0
2,120175,08/28/2013,2637,251663,251663,08/13G,08/28/2013,251663,100,1000,"","","",1400.0,0
3,120175,08/28/2013,2637,251663,251663,08/13G,08/28/2013,251663,300,3990,"","","",1400.0,0
4,120175,08/28/2013,2637,251663,251663,08/13G,08/28/2013,251663,100,3990,"","","",0,1400.0
1,120175,08/28/2013,2637,252524-1,252524-1,08/13G,08/28/2013,252524-1,300,1201,"","","",0,1400.0
2,120175,08/28/2013,2637,252524-1,252524-1,08/13G,08/28/2013,252524-1,100,1000,"","","",1400.0,0
3,120175,08/28/2013,2637,252524-1,252524-1,08/13G,08/28/2013,252524-1,300,3990,"","","",1400.0,0
4,120175,08/28/2013,2637,252524-1,252524-1,08/13G,08/28/2013,252524-1,100,3990,"","","",0,1400.0
1,120175,08/28/2013,1698,252526-1,252526-1,08/13G,08/28/2013,252526-1,300,1201,"","","",0,1024.4
2,120175,08/28/2013,1698,252526-1,252526-1,08/13G,08/28/2013,252526-1,100,1000,"","","",1024.4,0
3,120175,08/28/2013,1698,252526-1,252526-1,08/13G,08/28/2013,252526-1,300,3990,"","","",1024.4,0
4,120175,08/28/2013,1698,252526-1,252526-1,08/13G,08/28/2013,252526-1,100,3990,"","","",0,1024.4
1,120175,08/28/2013,2000,252527-1,252527-1,08/13G,08/28/2013,252527-1,300,1201,"","","",0,394.0
2,120175,08/28/2013,2000,252527-1,252527-1,08/13G,08/28/2013,252527-1,100,1000,"","","",394.0,0
3,120175,08/28/2013,2000,252527-1,252527-1,08/13G,08/28/2013,252527-1,300,3990,"","","",394.0,0
4,120175,08/28/2013,2000,252527-1,252527-1,08/13G,08/28/2013,252527-1,100,3990,"","","",0,394.0
1,120175,08/28/2013,1912,252525-1,252525-1,08/13G,08/28/2013,252525-1,300,1201,"","","",0,1600.0
2,120175,08/28/2013,1912,252525-1,252525-1,08/13G,08/28/2013,252525-1,100,1000,"","","",1600.0,0
3,120175,08/28/2013,1912,252525-1,252525-1,08/13G,08/28/2013,252525-1,300,3990,"","","",1600.0,0
4,120175,08/28/2013,1912,252525-1,252525-1,08/13G,08/28/2013,252525-1,100,3990,"","","",0,1600.0
1,120175,08/28/2013,2420,252528-1,252528-1,08/13G,08/28/2013,252528-1,300,1201,"","","",0,441.28
2,120175,08/28/2013,2420,252528-1,252528-1,08/13G,08/28/2013,252528-1,100,1000,"","","",441.28,0
3,120175,08/28/2013,2420,252528-1,252528-1,08/13G,08/28/2013,252528-1,300,3990,"","","",441.28,0
4,120175,08/28/2013,2420,252528-1,252528-1,08/13G,08/28/2013,252528-1,100,3990,"","","",0,441.28
1,120175,08/28/2013,2396,252530-1,252530-1,08/13G,08/28/2013,252530-1,300,1201,"","","",0,1308.08
2,120175,08/28/2013,2396,252530-1,252530-1,08/13G,08/28/2013,252530-1,100,1000,"","","",1308.08,0
3,120175,08/28/2013,2396,252530-1,252530-1,08/13G,08/28/2013,252530-1,300,3990,"","","",1308.08,0
4,120175,08/28/2013,2396,252530-1,252530-1,08/13G,08/28/2013,252530-1,100,3990,"","","",0,1308.08
1,120175,08/28/2013,2339,252531-1,252531-1,08/13G,08/28/2013,252531-1,300,1201,"","","",0,126.08
2,120175,08/28/2013,2339,252531-1,252531-1,08/13G,08/28/2013,252531-1,100,1000,"","","",126.08,0
3,120175,08/28/2013,2339,252531-1,252531-1,08/13G,08/28/2013,252531-1,300,3990,"","","",126.08,0
4,120175,08/28/2013,2339,252531-1,252531-1,08/13G,08/28/2013,252531-1,100,3990,"","","",0,126.08
1,120175,08/28/2013,2339,252532-1,252532-1,08/13G,08/28/2013,252532-1,300,1201,"","","",0,977.12
2,120175,08/28/2013,2339,252532-1,252532-1,08/13G,08/28/2013,252532-1,100,1000,"","","",977.12,0
3,120175,08/28/2013,2339,252532-1,252532-1,08/13G,08/28/2013,252532-1,300,3990,"","","",977.12,0
4,120175,08/28/2013,2339,252532-1,252532-1,08/13G,08/28/2013,252532-1,100,3990,"","","",0,977.12
1,120175,08/28/2013,2590,252533-1,252533-1,08/13G,08/28/2013,252533-1,300,1201,"","","",0,394.0
2,120175,08/28/2013,2590,252533-1,252533-1,08/13G,08/28/2013,252533-1,100,1000,"","","",394.0,0
3,120175,08/28/2013,2590,252533-1,252533-1,08/13G,08/28/2013,252533-1,300,3990,"","","",394.0,0
4,120175,08/28/2013,2590,252533-1,252533-1,08/13G,08/28/2013,252533-1,100,3990,"","","",0,394.0
1,120175,08/28/2013,2565,252534-1,252534-1,08/13G,08/28/2013,252534-1,300,1201,"","","",0,567.36
2,120175,08/28/2013,2565,252534-1,252534-1,08/13G,08/28/2013,252534-1,100,1000,"","","",567.36,0
3,120175,08/28/2013,2565,252534-1,252534-1,08/13G,08/28/2013,252534-1,300,3990,"","","",567.36,0
4,120175,08/28/2013,2565,252534-1,252534-1,08/13G,08/28/2013,252534-1,100,3990,"","","",0,567.36
1,120175,08/28/2013,2690,252536-1,252536-1,08/13G,08/28/2013,252536-1,300,1201,"","","",0,661.92
2,120175,08/28/2013,2690,252536-1,252536-1,08/13G,08/28/2013,252536-1,100,1000,"","","",661.92,0
3,120175,08/28/2013,2690,252536-1,252536-1,08/13G,08/28/2013,252536-1,300,3990,"","","",661.92,0
4,120175,08/28/2013,2690,252536-1,252536-1,08/13G,08/28/2013,252536-1,100,3990,"","","",0,661.92
1,120175,08/28/2013,2631,252537-1,252537-1,08/13G,08/28/2013,252537-1,300,1201,"","","",0,394.0
2,120175,08/28/2013,2631,252537-1,252537-1,08/13G,08/28/2013,252537-1,100,1000,"","","",394.0,0
3,120175,08/28/2013,2631,252537-1,252537-1,08/13G,08/28/2013,252537-1,300,3990,"","","",394.0,0
4,120175,08/28/2013,2631,252537-1,252537-1,08/13G,08/28/2013,252537-1,100,3990,"","","",0,394.0
1,120175,08/28/2013,2320,252535-1,252535-1,08/13G,08/28/2013,252535-1,300,1201,"","","",0,63.04
2,120175,08/28/2013,2320,252535-1,252535-1,08/13G,08/28/2013,252535-1,100,1000,"","","",63.04,0
3,120175,08/28/2013,2320,252535-1,252535-1,08/13G,08/28/2013,252535-1,300,3990,"","","",63.04,0
4,120175,08/28/2013,2320,252535-1,252535-1,08/13G,08/28/2013,252535-1,100,3990,"","","",0,63.04
1,120175,08/28/2013,2569,252538-1,252538-1,08/13G,08/28/2013,252538-1,300,1201,"","","",0,626.46
2,120175,08/28/2013,2569,252538-1,252538-1,08/13G,08/28/2013,252538-1,100,1000,"","","",626.46,0
3,120175,08/28/2013,2569,252538-1,252538-1,08/13G,08/28/2013,252538-1,300,3990,"","","",626.46,0
4,120175,08/28/2013,2569,252538-1,252538-1,08/13G,08/28/2013,252538-1,100,3990,"","","",0,626.46
1,120175,08/28/2013,GNT1031,252539-1,252539-1,08/13G,08/28/2013,252539-1,300,1201,"","","",0,819.52
2,120175,08/28/2013,GNT1031,252539-1,252539-1,08/13G,08/28/2013,252539-1,100,1000,"","","",819.52,0
3,120175,08/28/2013,GNT1031,252539-1,252539-1,08/13G,08/28/2013,252539-1,300,3990,"","","",819.52,0
4,120175,08/28/2013,GNT1031,252539-1,252539-1,08/13G,08/28/2013,252539-1,100,3990,"","","",0,819.52
1,120175,08/28/2013,1642,252540-1,252540-1,08/13G,08/28/2013,252540-1,300,1201,"","","",0,189.12
2,120175,08/28/2013,1642,252540-1,252540-1,08/13G,08/28/2013,252540-1,100,1000,"","","",189.12,0
3,120175,08/28/2013,1642,252540-1,252540-1,08/13G,08/28/2013,252540-1,300,3990,"","","",189.12,0
4,120175,08/28/2013,1642,252540-1,252540-1,08/13G,08/28/2013,252540-1,100,3990,"","","",0,189.12
1,120175,08/28/2013,GNT04415,252541-1,252541-1,08/13G,08/28/2013,252541-1,300,1201,"","","",0,394.0
2,120175,08/28/2013,GNT04415,252541-1,252541-1,08/13G,08/28/2013,252541-1,100,1000,"","","",394.0,0
3,120175,08/28/2013,GNT04415,252541-1,252541-1,08/13G,08/28/2013,252541-1,300,3990,"","","",394.0,0
4,120175,08/28/2013,GNT04415,252541-1,252541-1,08/13G,08/28/2013,252541-1,100,3990,"","","",0,394.0
1,120175,08/28/2013,1467,252542-1,252542-1,08/13G,08/28/2013,252542-1,300,1201,"","","",0,330.96
2,120175,08/28/2013,1467,252542-1,252542-1,08/13G,08/28/2013,252542-1,100,1000,"","","",330.96,0
3,120175,08/28/2013,1467,252542-1,252542-1,08/13G,08/28/2013,252542-1,300,3990,"","","",330.96,0
4,120175,08/28/2013,1467,252542-1,252542-1,08/13G,08/28/2013,252542-1,100,3990,"","","",0,330.96
1,120175,08/28/2013,2205,252543-1,252543-1,08/13G,08/28/2013,252543-1,300,1201,"","","",0,567.36
2,120175,08/28/2013,2205,252543-1,252543-1,08/13G,08/28/2013,252543-1,100,1000,"","","",567.36,0
3,120175,08/28/2013,2205,252543-1,252543-1,08/13G,08/28/2013,252543-1,300,3990,"","","",567.36,0
4,120175,08/28/2013,2205,252543-1,252543-1,08/13G,08/28/2013,252543-1,100,3990,"","","",0,567.36
1,120175,08/28/2013,2525,252544-1,252544-1,08/13G,08/28/2013,252544-1,300,1201,"","","",0,315.2
2,120175,08/28/2013,2525,252544-1,252544-1,08/13G,08/28/2013,252544-1,100,1000,"","","",315.2,0
3,120175,08/28/2013,2525,252544-1,252544-1,08/13G,08/28/2013,252544-1,300,3990,"","","",315.2,0
4,120175,08/28/2013,2525,252544-1,252544-1,08/13G,08/28/2013,252544-1,100,3990,"","","",0,315.2
1,120175,08/28/2013,2568,252545-1,252545-1,08/13G,08/28/2013,252545-1,300,1201,"","","",0,661.92
2,120175,08/28/2013,2568,252545-1,252545-1,08/13G,08/28/2013,252545-1,100,1000,"","","",661.92,0
3,120175,08/28/2013,2568,252545-1,252545-1,08/13G,08/28/2013,252545-1,300,3990,"","","",661.92,0
4,120175,08/28/2013,2568,252545-1,252545-1,08/13G,08/28/2013,252545-1,100,3990,"","","",0,661.92
1,120175,08/28/2013,2561,252546-1,252546-1,08/13G,08/28/2013,252546-1,300,1201,"","","",0,977.12
2,120175,08/28/2013,2561,252546-1,252546-1,08/13G,08/28/2013,252546-1,100,1000,"","","",977.12,0
3,120175,08/28/2013,2561,252546-1,252546-1,08/13G,08/28/2013,252546-1,300,3990,"","","",977.12,0
4,120175,08/28/2013,2561,252546-1,252546-1,08/13G,08/28/2013,252546-1,100,3990,"","","",0,977.12
1,120175,08/28/2013,2564,252547-1,252547-1,08/13G,08/28/2013,252547-1,300,1201,"","","",0,441.28
2,120175,08/28/2013,2564,252547-1,252547-1,08/13G,08/28/2013,252547-1,100,1000,"","","",441.28,0
3,120175,08/28/2013,2564,252547-1,252547-1,08/13G,08/28/2013,252547-1,300,3990,"","","",441.28,0
4,120175,08/28/2013,2564,252547-1,252547-1,08/13G,08/28/2013,252547-1,100,3990,"","","",0,441.28
1,120175,08/28/2013,2312,252548-1,252548-1,08/13G,08/28/2013,252548-1,300,1201,"","","",0,394.0
2,120175,08/28/2013,2312,252548-1,252548-1,08/13G,08/28/2013,252548-1,100,1000,"","","",394.0,0
3,120175,08/28/2013,2312,252548-1,252548-1,08/13G,08/28/2013,252548-1,300,3990,"","","",394.0,0
4,120175,08/28/2013,2312,252548-1,252548-1,08/13G,08/28/2013,252548-1,100,3990,"","","",0,394.0
1,120175,08/28/2013,GNT1044,252550-1,252550-1,08/13G,08/28/2013,252550-1,300,1201,"","","",0,1323.84
2,120175,08/28/2013,GNT1044,252550-1,252550-1,08/13G,08/28/2013,252550-1,100,1000,"","","",1323.84,0
3,120175,08/28/2013,GNT1044,252550-1,252550-1,08/13G,08/28/2013,252550-1,300,3990,"","","",1323.84,0
4,120175,08/28/2013,GNT1044,252550-1,252550-1,08/13G,08/28/2013,252550-1,100,3990,"","","",0,1323.84
1,120175,08/28/2013,2614,252551-1,252551-1,08/13G,08/28/2013,252551-1,300,1201,"","","",0,933.78
2,120175,08/28/2013,2614,252551-1,252551-1,08/13G,08/28/2013,252551-1,100,1000,"","","",933.78,0
3,120175,08/28/2013,2614,252551-1,252551-1,08/13G,08/28/2013,252551-1,300,3990,"","","",933.78,0
4,120175,08/28/2013,2614,252551-1,252551-1,08/13G,08/28/2013,252551-1,100,3990,"","","",0,933.78
1,120175,08/28/2013,2519,252552-1,252552-1,08/13G,08/28/2013,252552-1,300,1201,"","","",0,677.68
2,120175,08/28/2013,2519,252552-1,252552-1,08/13G,08/28/2013,252552-1,100,1000,"","","",677.68,0
3,120175,08/28/2013,2519,252552-1,252552-1,08/13G,08/28/2013,252552-1,300,3990,"","","",677.68,0
4,120175,08/28/2013,2519,252552-1,252552-1,08/13G,08/28/2013,252552-1,100,3990,"","","",0,677.68
1,120175,08/28/2013,2691,252553-1,252553-1,08/13G,08/28/2013,252553-1,300,1201,"","","",0,1103.2
2,120175,08/28/2013,2691,252553-1,252553-1,08/13G,08/28/2013,252553-1,100,1000,"","","",1103.2,0
3,120175,08/28/2013,2691,252553-1,252553-1,08/13G,08/28/2013,252553-1,300,3990,"","","",1103.2,0
4,120175,08/28/2013,2691,252553-1,252553-1,08/13G,08/28/2013,252553-1,100,3990,"","","",0,1103.2
1,120175,08/28/2013,2889,252554-1,252554-1,08/13G,08/28/2013,252554-1,300,1201,"","","",0,472.8
2,120175,08/28/2013,2889,252554-1,252554-1,08/13G,08/28/2013,252554-1,100,1000,"","","",472.8,0
3,120175,08/28/2013,2889,252554-1,252554-1,08/13G,08/28/2013,252554-1,300,3990,"","","",472.8,0
4,120175,08/28/2013,2889,252554-1,252554-1,08/13G,08/28/2013,252554-1,100,3990,"","","",0,472.8
1,120175,08/28/2013,GNT581,252555-1,252555-1,08/13G,08/28/2013,252555-1,300,1201,"","","",0,630.4
2,120175,08/28/2013,GNT581,252555-1,252555-1,08/13G,08/28/2013,252555-1,100,1000,"","","",630.4,0
3,120175,08/28/2013,GNT581,252555-1,252555-1,08/13G,08/28/2013,252555-1,300,3990,"","","",630.4,0
4,120175,08/28/2013,GNT581,252555-1,252555-1,08/13G,08/28/2013,252555-1,100,3990,"","","",0,630.4
1,120175,08/28/2013,2581,252556-1,252556-1,08/13G,08/28/2013,252556-1,300,1201,"","","",0,315.2
2,120175,08/28/2013,2581,252556-1,252556-1,08/13G,08/28/2013,252556-1,100,1000,"","","",315.2,0
3,120175,08/28/2013,2581,252556-1,252556-1,08/13G,08/28/2013,252556-1,300,3990,"","","",315.2,0
4,120175,08/28/2013,2581,252556-1,252556-1,08/13G,08/28/2013,252556-1,100,3990,"","","",0,315.2
1,120175,08/28/2013,2692,252557-1,252557-1,08/13G,08/28/2013,252557-1,300,1201,"","","",0,441.28
2,120175,08/28/2013,2692,252557-1,252557-1,08/13G,08/28/2013,252557-1,100,1000,"","","",441.28,0
3,120175,08/28/2013,2692,252557-1,252557-1,08/13G,08/28/2013,252557-1,300,3990,"","","",441.28,0
4,120175,08/28/2013,2692,252557-1,252557-1,08/13G,08/28/2013,252557-1,100,3990,"","","",0,441.28
1,120175,08/28/2013,GNT04602500,252558-1,252558-1,08/13G,08/28/2013,252558-1,300,1201,"","","",0,866.8
2,120175,08/28/2013,GNT04602500,252558-1,252558-1,08/13G,08/28/2013,252558-1,100,1000,"","","",866.8,0
3,120175,08/28/2013,GNT04602500,252558-1,252558-1,08/13G,08/28/2013,252558-1,300,3990,"","","",866.8,0
4,120175,08/28/2013,GNT04602500,252558-1,252558-1,08/13G,08/28/2013,252558-1,100,3990,"","","",0,866.8
1,120175,08/28/2013,GNT1026,252559-1,252559-1,08/13G,08/28/2013,252559-1,300,1201,"","","",0,882.56
2,120175,08/28/2013,GNT1026,252559-1,252559-1,08/13G,08/28/2013,252559-1,100,1000,"","","",882.56,0
3,120175,08/28/2013,GNT1026,252559-1,252559-1,08/13G,08/28/2013,252559-1,300,3990,"","","",882.56,0
4,120175,08/28/2013,GNT1026,252559-1,252559-1,08/13G,08/28/2013,252559-1,100,3990,"","","",0,882.56
1,120175,08/28/2013,GNT571,252561-1,252561-1,08/13G,08/28/2013,252561-1,300,1201,"","","",0,567.36
2,120175,08/28/2013,GNT571,252561-1,252561-1,08/13G,08/28/2013,252561-1,100,1000,"","","",567.36,0
3,120175,08/28/2013,GNT571,252561-1,252561-1,08/13G,08/28/2013,252561-1,300,3990,"","","",567.36,0
4,120175,08/28/2013,GNT571,252561-1,252561-1,08/13G,08/28/2013,252561-1,100,3990,"","","",0,567.36
1,120175,08/28/2013,2363,252562-1,252562-1,08/13G,08/28/2013,252562-1,300,1201,"","","",0,252.16
2,120175,08/28/2013,2363,252562-1,252562-1,08/13G,08/28/2013,252562-1,100,1000,"","","",252.16,0
3,120175,08/28/2013,2363,252562-1,252562-1,08/13G,08/28/2013,252562-1,300,3990,"","","",252.16,0
4,120175,08/28/2013,2363,252562-1,252562-1,08/13G,08/28/2013,252562-1,100,3990,"","","",0,252.16
1,120175,08/28/2013,GNT1054,252564-1,252564-1,08/13G,08/28/2013,252564-1,300,1201,"","","",0,586.6
2,120175,08/28/2013,GNT1054,252564-1,252564-1,08/13G,08/28/2013,252564-1,100,1000,"","","",586.6,0
3,120175,08/28/2013,GNT1054,252564-1,252564-1,08/13G,08/28/2013,252564-1,300,3990,"","","",586.6,0
4,120175,08/28/2013,GNT1054,252564-1,252564-1,08/13G,08/28/2013,252564-1,100,3990,"","","",0,586.6
1,120175,08/28/2013,2529,252565-1,252565-1,08/13G,08/28/2013,252565-1,300,1201,"","","",0,315.2
2,120175,08/28/2013,2529,252565-1,252565-1,08/13G,08/28/2013,252565-1,100,1000,"","","",315.2,0
3,120175,08/28/2013,2529,252565-1,252565-1,08/13G,08/28/2013,252565-1,300,3990,"","","",315.2,0
4,120175,08/28/2013,2529,252565-1,252565-1,08/13G,08/28/2013,252565-1,100,3990,"","","",0,315.2
1,120175,08/28/2013,2605,251704,251704,08/13G,08/28/2013,251704,300,1201,"","","",0,914.08
2,120175,08/28/2013,2605,251704,251704,08/13G,08/28/2013,251704,100,1000,"","","",914.08,0
3,120175,08/28/2013,2605,251704,251704,08/13G,08/28/2013,251704,300,3990,"","","",914.08,0
4,120175,08/28/2013,2605,251704,251704,08/13G,08/28/2013,251704,100,3990,"","","",0,914.08
1,120175,08/28/2013,2605,252566-1,252566-1,08/13G,08/28/2013,252566-1,300,1201,"","","",0,1040.16
2,120175,08/28/2013,2605,252566-1,252566-1,08/13G,08/28/2013,252566-1,100,1000,"","","",1040.16,0
3,120175,08/28/2013,2605,252566-1,252566-1,08/13G,08/28/2013,252566-1,300,3990,"","","",1040.16,0
4,120175,08/28/2013,2605,252566-1,252566-1,08/13G,08/28/2013,252566-1,100,3990,"","","",0,1040.16
1,120175,08/28/2013,2340,252567-1,252567-1,08/13G,08/28/2013,252567-1,300,1201,"","","",0,267.92
2,120175,08/28/2013,2340,252567-1,252567-1,08/13G,08/28/2013,252567-1,100,1000,"","","",267.92,0
3,120175,08/28/2013,2340,252567-1,252567-1,08/13G,08/28/2013,252567-1,300,3990,"","","",267.92,0
4,120175,08/28/2013,2340,252567-1,252567-1,08/13G,08/28/2013,252567-1,100,3990,"","","",0,267.92
1,120175,08/28/2013,1945,252568-1,252568-1,08/13G,08/28/2013,252568-1,300,1201,"","","",0,315.2
2,120175,08/28/2013,1945,252568-1,252568-1,08/13G,08/28/2013,252568-1,100,1000,"","","",315.2,0
3,120175,08/28/2013,1945,252568-1,252568-1,08/13G,08/28/2013,252568-1,300,3990,"","","",315.2,0
4,120175,08/28/2013,1945,252568-1,252568-1,08/13G,08/28/2013,252568-1,100,3990,"","","",0,315.2
1,120175,08/28/2013,2665,252569-1,252569-1,08/13G,08/28/2013,252569-1,300,1201,"","","",0,882.56
2,120175,08/28/2013,2665,252569-1,252569-1,08/13G,08/28/2013,252569-1,100,1000,"","","",882.56,0
3,120175,08/28/2013,2665,252569-1,252569-1,08/13G,08/28/2013,252569-1,300,3990,"","","",882.56,0
4,120175,08/28/2013,2665,252569-1,252569-1,08/13G,08/28/2013,252569-1,100,3990,"","","",0,882.56
1,120175,08/28/2013,2815,252570-1,252570-1,08/13G,08/28/2013,252570-1,300,1201,"","","",0,1400.0
2,120175,08/28/2013,2815,252570-1,252570-1,08/13G,08/28/2013,252570-1,100,1000,"","","",1400.0,0
3,120175,08/28/2013,2815,252570-1,252570-1,08/13G,08/28/2013,252570-1,300,3990,"","","",1400.0,0
4,120175,08/28/2013,2815,252570-1,252570-1,08/13G,08/28/2013,252570-1,100,3990,"","","",0,1400.0
1,120175,08/28/2013,2588,252571-1,252571-1,08/13G,08/28/2013,252571-1,300,1201,"","","",0,703.92
2,120175,08/28/2013,2588,252571-1,252571-1,08/13G,08/28/2013,252571-1,100,1000,"","","",703.92,0
3,120175,08/28/2013,2588,252571-1,252571-1,08/13G,08/28/2013,252571-1,300,3990,"","","",703.92,0
